from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
globulin,protein,1.0,1.0,True,supported,0.85,supports_proposed_direction,"The literature strongly supports a mathematical relationship where globulin is calculated FROM total protein (total protein minus albumin = calculated globulin), indicating that protein values determine globulin values. Both abstracts explicitly describe this calculation method and demonstrate its clinical utility. While INDRA shows no causal statements, the consistent mathematical definition across clinical contexts supports the proposed direction where total protein is upstream of the derived globulin measure.","39507534, 37166344",none,0.0,0.0,0.0,,,,(Globulin -- blood proteins including antibodies (often total protein minus albumin).) AND (Total serum protein.)
hdl,total_chol,1.0,1.0,True,supported,0.4,no_directional_evidence,"The PubMed abstracts consistently demonstrate that HDL cholesterol and total cholesterol are measured together as part of lipid panels and both respond to various interventions, confirming a relationship exists between these entities. However, neither the INDRA database (0 forward, 0 reverse statements) nor the PubMed abstracts provide explicit directional/causal evidence. The abstracts describe correlations and co-variation but do not establish whether HDL causally influences total cholesterol or vice versa. Total cholesterol mathematically includes HDL as a component (TC = LDL + HDL + VLDL/5), which would actually suggest the reverse direction if anything.","37092196, 31531722, 41596434, 17351155, 20112843",none,0.0,0.0,0.0,,,,(HDL ('good') cholesterol (lipid panel).) AND (Total cholesterol (lipid panel).)
hdl,triglycerides,1.0,1.0,True,supported,0.3,no_directional_evidence,"The PubMed abstracts confirm that HDL and triglycerides are related components of metabolic syndrome and lipid panels, with both showing changes in response to interventions (PMID 17351155, 25726220). However, neither the abstracts nor INDRA statements provide directional causal evidence. The abstracts describe correlational relationships where both HDL and triglycerides change together, but do not establish that HDL causally influences triglyceride levels or vice versa.","17351155, 25726220",none,0.0,0.0,0.0,,,,(HDL ('good') cholesterol (lipid panel).) AND (Triglycerides -- blood fat level (lipid panel).)
ldl,total_chol,1.0,1.0,True,supported,0.85,supports_proposed_direction,"The relationship between LDL and total cholesterol is well-established in the literature. Total cholesterol is mathematically composed of LDL cholesterol plus HDL cholesterol plus other lipid fractions, making LDL a component that contributes to total cholesterol levels. PMID 38323698 explicitly adjusts for ""total LDL-C"" when examining sd-LDL-C associations, treating LDL as an independent variable that contributes to the total cholesterol measurement. The proposed direction (ldl -> total_chol) aligns with the compositional relationship where LDL is a constituent part of total cholesterol.",38323698,none,0.0,0.0,0.0,,,,(LDL ('bad') cholesterol (lipid panel).) AND (Total cholesterol (lipid panel).)
ldl,triglycerides,1.0,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(LDL ('bad') cholesterol (lipid panel).) AND (Triglycerides -- blood fat level (lipid panel).)
triglycerides,total_chol,1.0,1.0,True,supported,0.3,no_directional_evidence,"The PubMed abstracts consistently discuss triglycerides and total cholesterol as related components of the lipid panel that vary together in response to dietary interventions, metabolic conditions, and body composition changes. However, the abstracts treat them as co-varying biomarkers rather than establishing a causal relationship where triglycerides drive total cholesterol levels. INDRA found zero directional statements in either direction. While a relationship between these lipid measures clearly exists, there is no evidence supporting the proposed triglycerides → total_chol direction over the reverse.","37605644, 33317019, 37529874, 42161748, 36973700",none,0.0,0.0,0.0,,,,(Triglycerides -- blood fat level (lipid panel).) AND (Total cholesterol (lipid panel).)
sex,crp,0.99,1.0,True,supported,0.65,supports_proposed_direction,"The PubMed abstract (PMID 28615263) examines sex as a covariate in multivariable models predicting inflammation (CRP/AGP levels), treating sex as an independent variable influencing inflammatory markers. While INDRA provides no directional statements, the epidemiological framing in the literature positions sex as a demographic predictor of CRP variation, supporting the proposed direction from sex to CRP rather than the reverse.",28615263,none,0.0,0.0,0.0,,,,(Biological sex (demographic covariate).) AND (C-reactive protein -- acute-phase inflammation marker.)
chloride,sodium,0.99,0.631313131313131,True,supported,0.6,no_directional_evidence,"The literature clearly supports a relationship between chloride and sodium, as both electrolytes are frequently measured together and show correlated changes in various disease states (CKD, heart failure, hemodialysis). However, the INDRA evidence shows equal counts (1 each) for forward and reverse directions (both ""Complex"" type), indicating no clear directional preference. The PubMed abstracts discuss associations and correlations but do not establish a causal direction from chloride to sodium specifically; they treat these as co-varying electrolytes rather than one causing changes in the other.","42078875, 42140747, 42179811, 42161422, 42446278",conflicting,1.0,1.0,1.0,32305372,32305372,32305372,(Serum chloride (electrolyte).) AND (Serum sodium (electrolyte).)
potassium,calcium,0.99,0.98989898989899,True,inconclusive,0.3,no_directional_evidence,"The PubMed abstracts demonstrate that potassium and calcium are correlated electrolytes that are frequently measured together in clinical contexts, but none provide clear mechanistic evidence that potassium causally influences calcium levels. PMID 42368778 shows a calcium-to-potassium ratio predicting VTE risk, suggesting inverse associations rather than directional causation. INDRA found zero forward, reverse, or undirected causal statements between these entities. The evidence supports co-occurrence and correlation but not a specific causal direction from potassium to calcium.","41913863, 42368778, 41863906, 42140747, 41859025",none,0.0,0.0,0.0,,,,(Serum potassium (electrolyte).) AND (Serum calcium level.)
creatinine,bun,0.98,0.969387755102041,True,supported,0.6,supports_reverse_direction,"INDRA provides evidence for a relationship between these entities (1 IncreaseAmount statement), but the directional evidence points in the REVERSE direction (bun -> creatinine) with 1 reverse statement and 0 forward statements. No PubMed abstracts were retrieved to provide additional context or support the proposed direction.",,reverse,0.0,1.0,1.0,,24088987,24088987,"(Creatinine -- waste product of muscle metabolism, kidney function marker.) AND (Blood urea nitrogen -- kidney function marker.)"
sex,creatinine,0.97,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Biological sex (demographic covariate).) AND (Creatinine -- waste product of muscle metabolism, kidney function marker.)"
hemoglobin,basophils,0.96,0.979166666666667,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Oxygen-carrying protein in red blood cells (CBC).) AND (Basophil count -- involved in allergic/inflammatory responses (CBC differential).)
age_group,total_chol,0.95,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Binned/categorical age group (demographic covariate).) AND (Total cholesterol (lipid panel).)
platelets,esr,0.94,0.691489361702128,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Platelet count -- cell fragments involved in blood clotting (CBC).) AND (Erythrocyte sedimentation rate -- nonspecific marker of inflammation.)
rdw,weight,0.93,0.827956989247312,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Red cell distribution width -- variability in red blood cell size (CBC).) AND (Body weight (anthropometric covariate).)
age_group,alk_phos,0.92,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Binned/categorical age group (demographic covariate).) AND (Alkaline phosphatase -- liver/bone enzyme.)
platelets,basophils,0.92,0.945652173913043,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Platelet count -- cell fragments involved in blood clotting (CBC).) AND (Basophil count -- involved in allergic/inflammatory responses (CBC differential).)
neutrophils,sodium,0.92,0.510869565217391,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Neutrophil count -- innate immune cells, first responders to infection (CBC differential).) AND (Serum sodium (electrolyte).)"
eosinophils,ast,0.91,0.934065934065934,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Eosinophil count -- involved in allergic/anti-parasitic responses (CBC differential).) AND (Aspartate aminotransferase -- liver enzyme, liver injury marker.)"
sodium,wbc,0.91,0.527472527472527,True,inconclusive,0.3,no_directional_evidence,"The PubMed abstracts show correlations between sodium levels and WBC counts in various clinical contexts (COVID-19, endurance horses, cardiac surgery), but none describe a causal mechanism where sodium directly influences WBC counts. INDRA found zero directional or undirected causal statements in either direction. The observed associations appear to be co-occurring clinical manifestations rather than evidence of direct causation in either direction.","35003754, 8466026, 12828261",none,0.0,0.0,0.0,,,,(Serum sodium (electrolyte).) AND (Total white blood cell (leukocyte) count (CBC).)
crp,neutrophils,0.89,0.955056179775281,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(C-reactive protein -- acute-phase inflammation marker.) AND (Neutrophil count -- innate immune cells, first responders to infection (CBC differential).)"
sex,esr,0.88,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Biological sex (demographic covariate).) AND (Erythrocyte sedimentation rate -- nonspecific marker of inflammation.)
esr,globulin,0.88,0.954545454545454,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Erythrocyte sedimentation rate -- nonspecific marker of inflammation.) AND (Globulin -- blood proteins including antibodies (often total protein minus albumin).)
sex,hematocrit,0.87,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Biological sex (demographic covariate).) AND (Percent of blood volume made up of red blood cells (CBC).)
hemoglobin,monocytes,0.87,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Oxygen-carrying protein in red blood cells (CBC).) AND (Monocyte count -- precursors to macrophages/dendritic cells (CBC differential).)
esr,calcium,0.86,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Erythrocyte sedimentation rate -- nonspecific marker of inflammation.) AND (Serum calcium level.)
alk_phos,ldl,0.85,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Alkaline phosphatase -- liver/bone enzyme.) AND (LDL ('bad') cholesterol (lipid panel).)
platelets,lymphocytes,0.83,0.963855421686747,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Platelet count -- cell fragments involved in blood clotting (CBC).) AND (Lymphocyte count -- T cells, B cells, NK cells; adaptive + innate immunity (CBC differential).)"
age_group,hdl,0.81,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Binned/categorical age group (demographic covariate).) AND (HDL ('good') cholesterol (lipid panel).)
rbc,hemoglobin,0.8,1.0,True,supported,0.85,supports_proposed_direction,"The PubMed abstracts consistently describe RBCs as containing hemoglobin and being responsible for oxygen-carrying capacity through hemoglobin. Multiple abstracts explicitly state that RBC parameters determine hemoglobin concentration (e.g., PMID 40870844 describes ""age-related reduction in key haematological parameters such as RBC count, haemoglobin concentration""; PMID 12375748 discusses RBC hemoglobin concentration). The biological relationship is clear: RBCs are the cellular units that contain and determine hemoglobin levels, supporting the proposed direction RBC → hemoglobin. INDRA provides no directional evidence, but the PubMed literature strongly supports this direction.","40870844, 12375748, 12710004, 22882132",none,0.0,0.0,0.0,,,,(Red blood cell count (CBC).) AND (Oxygen-carrying protein in red blood cells (CBC).)
creatinine,rbc,0.8,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Creatinine -- waste product of muscle metabolism, kidney function marker.) AND (Red blood cell count (CBC).)"
rbc,lymphocytes,0.78,0.743589743589744,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Red blood cell count (CBC).) AND (Lymphocyte count -- T cells, B cells, NK cells; adaptive + innate immunity (CBC differential).)"
age_group,glucose,0.77,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Binned/categorical age group (demographic covariate).) AND (Blood glucose (blood sugar).)
chloride,potassium,0.77,0.753246753246753,True,inconclusive,0.3,no_directional_evidence,"The PubMed abstracts demonstrate that chloride and potassium are correlated electrolytes in various clinical contexts (CKD, hemodialysis, Bartter syndrome), but none describe a causal mechanism where chloride directly influences potassium levels. The INDRA database contains zero directional statements in either direction. The abstracts show associations and co-variation but no mechanistic evidence for the proposed chloride -> potassium direction.","41876022, 42140747, 41994147, 42179811, 42220954",none,0.0,0.0,0.0,,,,(Serum chloride (electrolyte).) AND (Serum potassium (electrolyte).)
weight,crp,0.74,0.918918918918919,True,supported,0.7,supports_proposed_direction,"The PubMed abstract (PMID 28615263) demonstrates a clear directional relationship where anthropometric status (obesity/stunting) predicts inflammation markers (CRP/AGP), showing that in women of reproductive age, obesity was positively associated with elevated CRP in 7 of 9 surveys. This supports weight as a predictor of CRP levels. While INDRA provides no directional statements, the epidemiological evidence strongly indicates that body weight changes precede and influence inflammatory marker levels rather than the reverse.",28615263,none,0.0,0.0,0.0,,,,(Body weight (anthropometric covariate).) AND (C-reactive protein -- acute-phase inflammation marker.)
sex,platelets,0.73,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Biological sex (demographic covariate).) AND (Platelet count -- cell fragments involved in blood clotting (CBC).)
crp,esr,0.72,0.930555555555555,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(C-reactive protein -- acute-phase inflammation marker.) AND (Erythrocyte sedimentation rate -- nonspecific marker of inflammation.)
globulin,wbc,0.72,0.569444444444444,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Globulin -- blood proteins including antibodies (often total protein minus albumin).) AND (Total white blood cell (leukocyte) count (CBC).)
monocytes,mpv,0.71,0.767605633802817,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Monocyte count -- precursors to macrophages/dendritic cells (CBC differential).) AND (Mean platelet volume -- average size of platelets (CBC).)
age_group,rdw,0.71,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Binned/categorical age group (demographic covariate).) AND (Red cell distribution width -- variability in red blood cell size (CBC).)
rbc,crp,0.69,1.0,True,supported,0.4,no_directional_evidence,"The PubMed abstracts consistently show correlations between red blood cell parameters (RBC count, RDW) and C-reactive protein in various inflammatory conditions, supporting that a relationship exists between these entities. However, INDRA found zero directional statements in either direction, and the PubMed abstracts only describe correlations without establishing causality. The studies examine associations in the context of inflammation but do not provide evidence that RBC count causally influences CRP levels or vice versa.","26620362, 25832310, 37334079, 34007243, 34675698",none,0.0,0.0,0.0,,,,(Red blood cell count (CBC).) AND (C-reactive protein -- acute-phase inflammation marker.)
sodium,glucose,0.66,0.621212121212121,True,inconclusive,0.3,supports_reverse_direction,"The INDRA database shows no directional statements in either direction. The PubMed abstracts primarily discuss SGLT2 inhibitors (which co-transport sodium and glucose) and metabolic contexts where glucose dysregulation affects electrolyte balance. The mechanistic evidence suggests glucose primarily drives sodium handling through osmotic diuresis and co-transport mechanisms (e.g., PMID 41732502 describes hyperglycemia-induced osmotic diuresis affecting sodium), supporting a glucose→sodium direction rather than sodium→glucose. No evidence was found for sodium directly regulating glucose levels.","41541562, 41732502, 41422143",none,0.0,0.0,0.0,,,,(Serum sodium (electrolyte).) AND (Blood glucose (blood sugar).)
hemoglobin,wbc,0.65,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Oxygen-carrying protein in red blood cells (CBC).) AND (Total white blood cell (leukocyte) count (CBC).)
crp,wbc,0.65,1.0,True,supported,0.4,conflicting,"The PubMed abstracts consistently demonstrate a strong association between CRP and WBC/inflammatory markers, supporting that a relationship exists. However, the abstracts describe these as co-occurring inflammation markers or correlated measurements rather than establishing clear causation in either direction. All studies treat CRP and WBC as parallel indicators of systemic inflammation that vary together. The INDRA database found no directional causal statements in either direction, providing no support for the proposed crp->wbc direction over the reverse. The evidence is conflicting because both markers appear to respond together to underlying inflammatory states rather than one causing the other.","21217085, 24849656, 26620362, 23463341, 35524793",none,0.0,0.0,0.0,,,,(C-reactive protein -- acute-phase inflammation marker.) AND (Total white blood cell (leukocyte) count (CBC).)
