from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
TNFRSF1A,HAVCR2,0.903,0.572535991140642,True,supported,0.75,supports_proposed_direction,"INDRA provides clear directional evidence with 2 forward statements (Activation and DecreaseAmount) from TNFRSF1A to HAVCR2, and 0 reverse statements. The forward direction signal is unambiguous. While no PubMed abstracts were retrieved for additional context, the INDRA causal statements from multiple sources (PMIDs: 29273790, 35743911, 39543125) provide mechanistic support for the proposed direction.",,forward,2.0,0.0,2.0,"29273790, 35743911, 39543125",,"29273790, 35743911, 39543125","(TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.) AND (TIM-3 -- immune checkpoint receptor, marks exhausted T/NK cells.)"
IL1RN,IL6,0.888,0.689752252252252,True,supported,0.7,supports_reverse_direction,"The INDRA database contains 25 reverse statements (IL6 -> IL1RN) with diverse mechanistic types including Complex, IncreaseAmount, Activation, Inhibition, and DecreaseAmount, while there are 0 forward statements supporting the proposed IL1RN -> IL6 direction. This strongly suggests the relationship exists but in the reverse direction from what was proposed. No PubMed abstracts were retrieved to provide additional context or support for the proposed direction.",,reverse,0.0,25.0,25.0,,"16132884, 18980683, 19389469, 19542207, 19559159, 19900796, 20170537, 21193295, 21538508, 22205395, 22460542, 22509390, 23511138, 23525143, 23999825, 24392083, 25124963, 25909952, 26626560, 27983562, 28378639, 28542626, 29259690, 29347981, 29360163, 29991576, 30655809, 31673705, 33302472, 33923295, 33953596, 34115314, 34456576, 36943254, 37452707","16132884, 18980683, 19559159, 19900796, 21193295, 21538508, 22205395, 22460542, 22509390, 23511138, 23525143, 23999825, 24392083, 24500560, 25124963, 25909952, 27983562, 28378639, 28542626, 29259690, 29347981, 29360163, 29991576, 30655809, 31673705, 33302472, 33923295, 33953596, 34115314, 34246569, 34456576, 34794863, 35741087, 36943254, 37251223, 37452707, 38289112, 38317271, 39565032, 39968098, 40303414",(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (Interleukin-6 -- major pro-inflammatory cytokine.)
CXCL9,PDCD1,0.882,0.706916099773243,True,supported,0.4,conflicting,"INDRA provides evidence that a relationship exists between CXCL9 and PDCD1, with 6 forward statements (1 Activation, 1 Inhibition, 4 Complex) and 6 reverse statements (1 Activation, 1 Inhibition, 4 Complex). However, the directional evidence is balanced equally between both directions, and Complex formation statements are non-directional. Without PubMed abstracts to provide additional context, and with INDRA showing conflicting directional signals, the data supports a relationship but cannot distinguish the proposed direction from the reverse.",,conflicting,6.0,6.0,8.0,"31216458, 33003392, 35592387, 38962427","31186412, 31251403, 33003392","31186412, 31216458, 31251403, 33003392, 35592387, 38962427","(MIG -- interferon-gamma-induced chemokine, recruits T cells.) AND (PD-1 -- immune checkpoint receptor on T cells, dampens T cell activity.)"
IL18,IL1RN,0.872,0.511467889908257,True,supported,0.6,conflicting,"The INDRA statements strongly support that a relationship exists between IL18 and IL1RN (14 undirected statements, mostly Complex formation). However, the directional evidence is perfectly symmetric: both forward and reverse directions show 12 statements each with identical statement type distributions (10 Complex, 1 Activation, 1 Inhibition), indicating conflicting or bidirectional regulatory interactions rather than clear support for the proposed IL18 -> IL1RN direction.",,conflicting,12.0,12.0,14.0,"16078996, 28258520, 29360163, 31736898, 31743963, 32976665, 35040086, 35082268, 35483235, 41208111","16078996, 28258520, 29360163, 31736898, 31743963, 31979265, 32299202, 32477361, 32976665, 34377730, 35040086, 35082268, 35483235","16078996, 28258520, 29360163, 31736898, 31743963, 31979265, 32299202, 32477361, 32976665, 34377730, 35040086, 35082268, 35483235, 41208111","(Interleukin-18 -- pro-inflammatory cytokine, activates NK/T cells.) AND (Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.)"
TNF,IFNG,0.848,0.627358490566038,True,inconclusive,0.3,no_directional_evidence,"While INDRA reports 25 undirected statements indicating a relationship exists between TNF and IFNG (including complex formation, activation, and amount regulation), there are zero forward directional statements (TNF->IFNG) and zero reverse directional statements (IFNG->TNF). Without PubMed abstracts or directional causal statements, there is insufficient evidence to support the proposed direction over the reverse.",,none,0.0,0.0,25.0,,,"10637835, 15311213, 16835788, 1777558, 18006239, 18282744, 18832733, 19727388, 20359168, 21152006, 21156401, 2129751, 21457518, 21593451, 21887301, 22027617, 22361489, 22547990, 22624872, 22648034, 23632060, 23765218, 23792687, 23840803, 24012417, 24301796, 24602288, 24625516, 24838146, 25132806, 26370457, 26505193, 26561804, 26613994, 26647796, 26770283, 27087902, 28243235, 28320483, 28342933, 28715277, 28765693, 30269027, 3121415, 31681272, 31827375, 31906962, 32521803, 32611425, 32858105, 32902664, 33584607, 33805697, 34064719, 34100026, 34592166, 34696166, 35507102, 36164339, 36825018, 37415984, 38499215, 39911299, 40003718, 8004818, 8381516, 8490102, 9058829, 9811882",(Tumor Necrosis Factor (alpha) -- major pro-inflammatory cytokine.) AND (Interferon-gamma -- key antiviral/immune-activating cytokine.)
LAG3,IGFBP7,0.836,0.708133971291866,True,supported,0.3,no_directional_evidence,"INDRA reports a Complex formation statement between LAG3 and IGFBP7 (PMID: 32125906), which supports that a relationship exists between these entities. However, complex formation is inherently non-directional and does not specify whether LAG3 regulates IGFBP7 or vice versa. The INDRA direction signal is ""conflicting"" (identical counts in forward and reverse), and no PubMed abstracts were retrieved to provide additional directional context.",,conflicting,1.0,1.0,1.0,32125906,32125906,32125906,"(LAG-3 -- immune checkpoint receptor, dampens T cell activity.) AND (Insulin-like Growth Factor Binding Protein 7 -- senescence/growth-regulatory protein.)"
GZMA,GZMB,0.819,0.67032967032967,True,supported,0.65,conflicting,"The literature strongly supports a relationship between GZMA and GZMB, as both are co-expressed cytotoxic enzymes in NK/T cells (PubMed abstracts show co-regulation in various contexts). However, the directional evidence is conflicting: INDRA shows 8 forward statements (GZMA->GZMB) versus 9 reverse statements (GZMB->GZMA), with similar causal types in both directions (Activation, Inhibition, Complex formation). Neither PubMed abstract provides clear directional evidence, focusing instead on GZMB as a biomarker without establishing GZMA as upstream regulator.","42196181, 24894428",conflicting,8.0,9.0,11.0,"11790262, 15998831, 17088087, 17182966, 24752302, 24771851, 26894590, 28694562, 29352005, 29800567, 30059832, 31258764, 33035645, 36901959, 40200299","10367905, 15998831, 17182966, 18485875, 24771851, 25156367, 26894590, 28167943, 28694562, 29352005, 29800567, 30059832, 31258764, 34594031, 36901959, 38665903, 39622583","10367905, 11790262, 15998831, 17088087, 17182966, 18485875, 24752302, 24771851, 25156367, 26894590, 28167943, 28694562, 29352005, 29800567, 30059832, 31258764, 33035645, 34594031, 36901959, 38665903, 39622583, 40200299",(Granzyme A -- cytotoxic enzyme released by NK/T cells.) AND (Granzyme B -- cytotoxic enzyme released by NK/T cells.)
sex,IGFBP7,0.814,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Biological sex (demographic covariate).) AND (Insulin-like Growth Factor Binding Protein 7 -- senescence/growth-regulatory protein.)
CCL4,GZMB,0.813,0.566420664206642,True,supported,0.4,conflicting,"INDRA statements confirm a relationship exists between CCL4 and GZMB with multiple evidence types (Complex, Activation, IncreaseAmount). However, the directional evidence is conflicting: 3 forward statements (CCL4->GZMB) versus 4 reverse statements (GZMB->CCL4), with both directions showing similar interaction types. Without PubMed abstracts to provide additional context, and given the balanced bidirectional evidence, the direction cannot be confidently determined.",,conflicting,3.0,4.0,5.0,"34025649, 34312385, 36185677","30563459, 34025649, 34258887, 36185677","30563459, 34025649, 34258887, 34312385, 36185677","(MIP-1beta -- chemokine, recruits immune cells.) AND (Granzyme B -- cytotoxic enzyme released by NK/T cells.)"
CXCL8,MMP12,0.79,0.551898734177215,True,supported,0.4,conflicting,"INDRA evidence confirms a relationship exists between CXCL8 and MMP12 with 5 forward directional statements (Activation, IncreaseAmount) and 7 reverse directional statements (Activation, DecreaseAmount, Inhibition). However, the reverse direction has more directional statements (7 vs 5) and more diverse mechanistic support, suggesting the evidence for the proposed CXCL8->MMP12 direction is weaker than the reverse. The conflicting directional evidence and lack of PubMed abstracts results in low confidence.",,conflicting,5.0,7.0,9.0,"24162243, 24625755, 26438797, 26841025, 37517061, 39437760","16253280, 18390828, 18660381, 21664759, 24162243, 24625755, 26841025, 29870759, 31635261","16253280, 18390828, 18660381, 21664759, 24162243, 24625755, 26438797, 26841025, 29870759, 31635261, 37517061, 39437760",(Interleukin-8 -- chemokine that recruits neutrophils.) AND (Matrix Metalloproteinase 12 -- tissue-remodeling enzyme (macrophage elastase).)
CHI3L1,FGF21,0.788,0.564720812182741,True,supported,0.4,no_directional_evidence,"INDRA reports one Complex statement that appears in both forward and reverse directions (same PMID 33132219), indicating a physical interaction between CHI3L1 and FGF21 but not a directional causal relationship. Complex formation is inherently non-directional, so while the evidence supports that these proteins interact, there is no basis to favor either the proposed CHI3L1->FGF21 direction or the reverse.",,conflicting,1.0,1.0,1.0,33132219,33132219,33132219,(YKL-40 -- inflammation/tissue-remodeling marker.) AND (Fibroblast Growth Factor 21 -- metabolic hormone (fasting/stress response).)
LEP,FGF21,0.787,0.593392630241423,True,supported,0.4,conflicting,"INDRA statements confirm a relationship exists between LEP and FGF21 with substantial evidence (6 forward statements including Activation and IncreaseAmount, 9 reverse statements including Activation, IncreaseAmount, and DecreaseAmount, plus 12 undirected statements). However, the reverse direction has more statements (9 vs 6), indicating conflicting directional evidence. Without PubMed abstracts to provide additional context, the directional evidence is inconclusive despite relationship support.",,conflicting,6.0,9.0,12.0,"22136913, 22792234, 23193213, 25670497, 28139438, 29891216, 33924880, 33925808, 34015901, 35605662, 35944896, 37657012, 41596403","22136913, 24072813, 25670497, 28090343, 28139438, 28380381, 29891216, 32328611, 32698539, 32917830, 33677937, 33925808, 34015901, 37657012, 37935033, 38092892, 39608059, 40331190, 41596403","22136913, 22792234, 23193213, 24072813, 25670497, 28090343, 28139438, 28380381, 29891216, 32328611, 32698539, 32917830, 33677937, 33924880, 33925808, 34015901, 35605662, 35944896, 37657012, 37935033, 38092892, 39608059, 40331190, 41596403",(Leptin -- hormone from fat tissue that regulates appetite/energy balance.) AND (Fibroblast Growth Factor 21 -- metabolic hormone (fasting/stress response).)
CXCL8,CD8A,0.771,0.559014267185473,True,supported,0.65,supports_proposed_direction,"The INDRA causal statement graph provides evidence for the proposed direction with 1 forward Activation statement (CXCL8 -> CD8A) and 0 reverse statements, yielding a clear forward directional signal. While no PubMed abstracts were retrieved for additional context, the mechanistic evidence from INDRA supports both the existence of a relationship and the proposed directionality. Confidence is moderate due to limited evidence volume and lack of supporting PubMed abstracts.",,forward,1.0,0.0,1.0,1971531,,1971531,(Interleukin-8 -- chemokine that recruits neutrophils.) AND (CD8-alpha -- surface marker defining cytotoxic T cells.)
CCL3,CCL4,0.767,0.571056062581486,True,supported,0.65,conflicting,"The literature strongly supports a relationship between CCL3 and CCL4, as both are frequently co-expressed chemokines (MIP-1alpha and MIP-1beta) that share receptors (CCR5) and recruit similar immune cell populations (PMIDs 38775335, 40969764, 40779011, 41711559, 39751930). However, the directional evidence is conflicting: INDRA shows 25 forward statements (CCL3->CCL4) and 25 reverse statements (CCL4->CCL3) with similar statement types, indicating symmetric co-regulation rather than a clear directional relationship. The PubMed abstracts consistently mention CCL3 and CCL4 together without establishing a specific causal direction from CCL3 to CCL4.","38775335, 40969764, 40779011, 41711559, 39751930",conflicting,25.0,25.0,0.0,"15153561, 16545485, 18678732, 19339947, 20046229, 20598516, 20621365, 21083525, 21152192, 22359547, 22934264, 23028638, 23166561, 23299481, 23632061, 24425712, 24639355, 24736562, 26358140, 26671708, 27052181, 27079147, 27375615, 28190711, 28792472, 28910354, 30591657, 30828330, 30873179, 30977191, 31333668, 31679840, 32089164, 32296423, 32395369, 32990354, 33361824, 33406733, 33615197, 34764955, 36157440, 36729338, 38213728, 38444507, 9560257","10572085, 15153561, 16545485, 16678487, 18678732, 19175917, 19339947, 19945727, 20046229, 20598516, 21083525, 21152192, 22359547, 22934264, 23028638, 23166561, 23632061, 24425712, 24428610, 24736562, 26358140, 26671708, 27052181, 27375615, 28190711, 28792472, 28910354, 30337675, 30591657, 30828330, 30873179, 30977191, 31333668, 31679840, 32089164, 32296423, 32395369, 32990354, 33406733, 34764955, 36073921, 36157440, 36729338, 38213728, 9560257",,"(MIP-1alpha -- chemokine, recruits immune cells.) AND (MIP-1beta -- chemokine, recruits immune cells.)"
CCL11,CCL2,0.762,0.631889763779528,True,supported,0.75,supports_reverse_direction,"The literature strongly supports a relationship between CCL11 and CCL2, as both INDRA evidence (22 reverse statements vs 0 forward) and PubMed abstracts consistently discuss these chemokines together in inflammatory contexts. However, the directional evidence clearly favors the reverse direction (CCL2 -> CCL11) rather than the proposed CCL11 -> CCL2. INDRA shows 22 reverse directional statements (Activation, Inhibition, Complex) versus 0 forward statements. The PubMed abstracts discuss these chemokines as co-regulated entities in inflammatory responses but do not provide evidence that CCL11 regulates CCL2; PMID 11884459 specifically states that eotaxin/CCL11 ""did not affect production of...monocyte chemoattractant protein-1/CCL2.""","11884459, 18782110, 9062350, 11044560, 11488333",reverse,0.0,22.0,23.0,,"16803905, 18564895, 18602166, 22032874, 22465472, 24163703, 24997773, 25003719, 25063291, 25289758, 26209626, 27752355, 28569792, 28655871, 28870209, 29218043, 29679010, 30651341, 31780824, 32295518, 32296423, 34447895, 36120342, 36138189, 39483923","16803905, 18564895, 18602166, 22032874, 22465472, 24163703, 24997773, 25003719, 25063291, 25289758, 26209626, 27752355, 28569792, 28655871, 28870209, 29218043, 29679010, 30651341, 31780824, 32295518, 32296423, 34447895, 36120342, 36138189, 38381878, 39483923",(Eotaxin-1 -- chemokine that recruits eosinophils.) AND (MCP-1 -- chemokine that recruits monocytes.)
CXCL9,IFNG,0.761,0.798948751642576,True,supported,0.6,conflicting,"The INDRA database provides strong evidence that CXCL9 and IFNG are related (45 statements total), but the directional evidence is conflicting. There are 20 forward statements (CXCL9->IFNG) versus 23 reverse statements (IFNG->CXCL9), with similar type distributions (both include activation, inhibition, and amount changes). This suggests a bidirectional or feedback relationship rather than a clear unidirectional causal flow. Without PubMed abstracts to provide additional context, the evidence supports a relationship exists but does not favor the proposed direction over the reverse.",,conflicting,20.0,23.0,25.0,"10322299, 16033640, 19258507, 19340290, 19565490, 20083666, 21040721, 21864623, 22155217, 22363505, 22889476, 23278812, 23397329, 24965778, 25667668, 25822970, 26129991, 26270565, 26664893, 27312090, 27708643, 28982144, 29535722, 30372487, 30915067, 31778800, 32142615, 33576397, 35477658, 36875114, 38965571, 9500790","10322299, 12183154, 16269263, 18084611, 19565490, 21040721, 21203448, 21864623, 22155217, 22363505, 22889476, 23397329, 24965778, 25822970, 26129991, 26270565, 26664893, 26694969, 26751176, 26903480, 26964571, 27107789, 27708643, 28982144, 29088306, 29113976, 29535722, 30915067, 32142615, 32486130, 32730721, 33576397, 36569039, 37253006, 38965571, 39580469, 39981245, 9500790","10322299, 12183154, 16033640, 16269263, 18084611, 19258507, 19340290, 20083666, 21040721, 21203448, 21864623, 22155217, 22889476, 23278812, 23397329, 24965778, 25667668, 25822970, 26129991, 26270565, 26664893, 26694969, 26751176, 26903480, 26964571, 27107789, 27312090, 27708643, 29088306, 29113976, 29535722, 30372487, 30915067, 31778800, 32142615, 32486130, 32730721, 33576397, 35477658, 36569039, 36875114, 37253006, 38965571, 39580469, 9500790","(MIG -- interferon-gamma-induced chemokine, recruits T cells.) AND (Interferon-gamma -- key antiviral/immune-activating cytokine.)"
TNFRSF1A,IGFBP7,0.757,0.819022457067371,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.) AND (Insulin-like Growth Factor Binding Protein 7 -- senescence/growth-regulatory protein.)
CCL2,CXCL8,0.752,0.558510638297872,True,supported,0.4,conflicting,"The literature strongly supports a relationship between CCL2 and CXCL8, as both PubMed abstracts and INDRA statements document their co-occurrence in inflammatory contexts. However, the directional evidence is conflicting: INDRA shows equal counts (25 forward vs 25 reverse statements) with similar statement types, and the PubMed abstracts primarily describe both as parallel inflammatory mediators rather than establishing a causal hierarchy. The abstracts consistently describe CCL2 and CXCL8 as co-regulated chemokines responding to upstream inflammatory signals, without clearly indicating that CCL2 directly regulates CXCL8 expression.","28189389, 27863550, 26466066, 31271845, 23844733",conflicting,25.0,25.0,25.0,"11381071, 16142858, 16532324, 18791359, 19063994, 19735741, 20333310, 20627090, 21334428, 22000099, 22178803, 22805873, 22883023, 23352378, 23764888, 24918924, 25264363, 25706389, 25905622, 26270969, 26701795, 27168728, 27403039, 27496101, 27505625, 27907172, 28531215, 28928004, 29209219, 29374213, 29748248, 30228372, 30562564, 31508331, 31871502, 32949185, 32973773, 34135910, 34531754, 34676126, 35047989, 36108613, 36370518, 36634048, 36985171, 37170459, 37197881, 37296891, 38857290, 40040991, 8674120","12356582, 16118510, 16142858, 16532324, 18791359, 19063994, 20627090, 21334428, 22000099, 22805873, 22883023, 23092829, 23352378, 24970800, 25264363, 25452755, 25905622, 25963887, 26270969, 26478735, 27168728, 27235855, 27496101, 27505625, 27907172, 28531215, 28928004, 29374213, 29479319, 29670468, 29694440, 29748248, 30228372, 31871502, 32949185, 32973773, 34135910, 34676126, 36432041, 36551901, 37170459, 38642584, 39057789, 39770782, 40040991, 40098558, 8674120, 9714185","11381071, 16118510, 18791359, 19063994, 19735741, 20333310, 20627090, 21334428, 22000099, 22178803, 22883023, 23092829, 23352378, 23764888, 24918924, 24970800, 25264363, 25452755, 25706389, 25905622, 25963887, 26478735, 26701795, 27235855, 27403039, 27496101, 27907172, 28928004, 29209219, 29374213, 29670468, 29694440, 29748248, 30228372, 30562564, 31508331, 32973773, 34135910, 34531754, 34676126, 35047989, 36108613, 36370518, 36432041, 36551901, 36634048, 36985171, 37170459, 37197881, 37296891, 38642584, 38857290, 39057789, 39770782, 40040991, 40098558, 9714185",(MCP-1 -- chemokine that recruits monocytes.) AND (Interleukin-8 -- chemokine that recruits neutrophils.)
TNFRSF1B,PDCD1,0.751,0.515312916111851,True,supported,0.6,supports_reverse_direction,"INDRA provides evidence for a relationship between these entities (1 reverse directional statement of type DecreaseAmount from PDCD1 to TNFRSF1B). However, no forward directional statements support the proposed TNFRSF1B -> PDCD1 direction. The evidence specifically supports the reverse direction (PDCD1 -> TNFRSF1B) rather than the proposed direction. No PubMed abstracts were retrieved to provide additional context.",,reverse,0.0,1.0,1.0,,35494080,35494080,"(TNF Receptor 2 (TNF-R2) -- receptor mediating TNF signaling.) AND (PD-1 -- immune checkpoint receptor on T cells, dampens T cell activity.)"
age_group,CCL11,0.744,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Binned/categorical age group (demographic covariate).) AND (Eotaxin-1 -- chemokine that recruits eosinophils.)
IL1RN,CCL4,0.739,0.555480378890392,True,inconclusive,0.3,supports_reverse_direction,"No PubMed abstracts were retrieved to evaluate this relationship. INDRA data shows 0 forward statements (IL1RN -> CCL4) but 1 reverse statement (CCL4 -> IL1RN) involving complex formation. While this suggests these proteins may interact, the evidence is minimal and the directional signal from INDRA favors the reverse direction rather than the proposed direction.",,reverse,0.0,1.0,2.0,,21687657,"21687657, 35415891","(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (MIP-1beta -- chemokine, recruits immune cells.)"
