from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
core_naive_cd8_t_cell_ifn_gamma,core_naive_cd8_t_cell_ifn_alpha,0.995,0.551758793969849,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within naive CD8 T cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within naive CD8 T cell (peripheral blood).)
core_naive_cd4_t_cell_tnfa_nfkb,core_naive_cd8_t_cell_tnfa_nfkb,0.994,0.514084507042254,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within naive CD4 T cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within naive CD8 T cell (peripheral blood).)
pdc_il2_stat5,pdc_il6_jak_stat3,0.994,0.527162977867203,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within plasmacytoid dendritic cell (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within plasmacytoid dendritic cell (peripheral blood).)
gzmb_cd27_em_cd4_t_cell_ifn_alpha,gzmb_cd27_em_cd4_t_cell_ifn_gamma,0.991,0.631685166498486,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).) AND (Pathway activity score for interferon gamma response within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).)
core_naive_cd4_t_cell_inflammatory,core_naive_cd4_t_cell_il6_jak_stat3,0.988,0.558704453441296,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within naive CD4 T cell (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within naive CD4 T cell (peripheral blood).)
core_naive_cd4_t_cell_ifn_gamma,core_naive_cd4_t_cell_ifn_alpha,0.985,0.622335025380711,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within naive CD4 T cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within naive CD4 T cell (peripheral blood).)
core_naive_cd8_t_cell_ifn_alpha,core_naive_cd4_t_cell_ifn_alpha,0.983,0.560020345879959,True,inconclusive,0.3,no_directional_evidence,"PMID 41277843 shows that IFN-α response scores are correlated across multiple T-cell subsets including naive CD4+ and CD8+ T cells in HIV infection contexts, suggesting these pathway activities co-vary. However, the abstract presents no mechanistic or directional evidence indicating whether naive CD8+ T cell IFN-α response drives naive CD4+ T cell IFN-α response or vice versa. INDRA found zero directional statements in either direction, providing no causal support for the proposed edge.",41277843,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within naive CD8 T cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within naive CD4 T cell (peripheral blood).)
cm_cd4_t_cell_tnfa_nfkb,gzmb_cd27_em_cd4_t_cell_tnfa_nfkb,0.981,0.749235474006116,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within central memory CD4 T cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).)
core_naive_cd4_t_cell_il2_stat5,core_naive_cd8_t_cell_il2_stat5,0.971,0.602986611740474,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within naive CD4 T cell (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within naive CD8 T cell (peripheral blood).)
cd14_cdc2_tnfa_nfkb,cd14_cdc2_inflammatory,0.968,0.683884297520661,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within CD14 conventional dendritic cell 2 (cDC2) (peripheral blood).) AND (Pathway activity score for inflammatory response within CD14 conventional dendritic cell 2 (cDC2) (peripheral blood).)
cm_cd4_t_cell_ifn_alpha,gzmb_cd27_em_cd4_t_cell_ifn_alpha,0.962,0.761434511434511,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within central memory CD4 T cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).)
gzmk_cd56dim_nk_cell_ifn_gamma,gzmk_cd56dim_nk_cell_il2_stat5,0.961,0.553069719042664,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within Granzyme K+ CD56dim NK cell (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within Granzyme K+ CD56dim NK cell (peripheral blood).)
hla_drhi_cdc2_tnfa_nfkb,cd14_cdc2_tnfa_nfkb,0.952,0.598739495798319,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within HLA-DR-high conventional dendritic cell 2 (cDC2) (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within CD14 conventional dendritic cell 2 (cDC2) (peripheral blood).)
core_memory_b_cell_il2_stat5,core_memory_b_cell_il6_jak_stat3,0.946,0.795454545454545,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within memory B cell (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within memory B cell (peripheral blood).)
gzmk_vd2_gdt_tnfa_nfkb,cm_cd8_t_cell_tnfa_nfkb,0.943,0.540296924708378,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within Granzyme K+ Vδ2 gamma-delta T cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within central memory CD8 T cell (peripheral blood).)
cm_cd4_t_cell_il2_stat5,gzmb_cd27_em_cd4_t_cell_il2_stat5,0.936,0.787393162393162,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within central memory CD4 T cell (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).)
core_cd16_monocyte_tnfa_nfkb,core_cd16_monocyte_inflammatory,0.932,0.811695278969957,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within CD16 monocyte (peripheral blood).) AND (Pathway activity score for inflammatory response within CD16 monocyte (peripheral blood).)
core_naive_b_cell_il6_jak_stat3,core_naive_b_cell_inflammatory,0.93,0.528494623655914,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-6/JAK/STAT3 signaling within naive B cell (peripheral blood).) AND (Pathway activity score for inflammatory response within naive B cell (peripheral blood).)
hla_drhi_cdc2_tnfa_nfkb,hla_drhi_cdc2_inflammatory,0.927,0.68824163969795,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within HLA-DR-high conventional dendritic cell 2 (cDC2) (peripheral blood).) AND (Pathway activity score for inflammatory response within HLA-DR-high conventional dendritic cell 2 (cDC2) (peripheral blood).)
core_naive_b_cell_tnfa_nfkb,core_memory_b_cell_tnfa_nfkb,0.922,0.587310195227766,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within naive B cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within memory B cell (peripheral blood).)
gzmk_cd56dim_nk_cell_il2_stat5,gzmk_cd56dim_nk_cell_inflammatory,0.916,0.512008733624454,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within Granzyme K+ CD56dim NK cell (peripheral blood).) AND (Pathway activity score for inflammatory response within Granzyme K+ CD56dim NK cell (peripheral blood).)
gzmk_cd56dim_nk_cell_tnfa_nfkb,cd8_mait_tnfa_nfkb,0.915,0.525136612021858,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within Granzyme K+ CD56dim NK cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within CD8 MAIT cell (peripheral blood).)
core_cd14_monocyte_il6_jak_stat3,core_cd14_monocyte_il2_stat5,0.909,0.558855885588559,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-6/JAK/STAT3 signaling within CD14 monocyte (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within CD14 monocyte (peripheral blood).)
klrb1_memory_cd4_treg_tnfa_nfkb,klrb1_memory_cd4_treg_il2_stat5,0.908,0.742290748898678,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within KLRB1+ memory CD4 regulatory T cell (Treg) (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within KLRB1+ memory CD4 regulatory T cell (Treg) (peripheral blood).)
klrb1_memory_cd4_treg_ifn_gamma,klrb1_memory_cd4_treg_il2_stat5,0.908,0.66079295154185,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within KLRB1+ memory CD4 regulatory T cell (Treg) (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within KLRB1+ memory CD4 regulatory T cell (Treg) (peripheral blood).)
hla_drhi_cdc2_il2_stat5,hla_drhi_cdc2_inflammatory,0.902,0.585920177383592,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within HLA-DR-high conventional dendritic cell 2 (cDC2) (peripheral blood).) AND (Pathway activity score for inflammatory response within HLA-DR-high conventional dendritic cell 2 (cDC2) (peripheral blood).)
core_cd14_monocyte_tnfa_nfkb,intermediate_monocyte_tnfa_nfkb,0.899,0.815906562847608,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within CD14 monocyte (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within intermediate monocyte (peripheral blood).)
core_naive_b_cell_tnfa_nfkb,transitional_b_cell_tnfa_nfkb,0.895,0.859217877094972,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within naive B cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within transitional B cell (peripheral blood).)
gzmb_cd27_em_cd4_t_cell_ifn_gamma,gzmb_cd27_em_cd4_t_cell_inflammatory,0.887,0.631341600901917,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).) AND (Pathway activity score for inflammatory response within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).)
gzmk_cd56dim_nk_cell_inflammatory,gzmk_cd56dim_nk_cell_il6_jak_stat3,0.882,0.606009070294785,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within Granzyme K+ CD56dim NK cell (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within Granzyme K+ CD56dim NK cell (peripheral blood).)
klrf1_gzmb_cd27_em_cd8_t_cell_inflammatory,klrf1_gzmb_cd27_em_cd8_t_cell_il2_stat5,0.878,0.604214123006834,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within KLRF1+ Granzyme B+ CD27+ effector memory CD8 T cell (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within KLRF1+ Granzyme B+ CD27+ effector memory CD8 T cell (peripheral blood).)
