from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
IL1RN,LEP,1.0,0.81,True,supported,0.6,supports_reverse_direction,"INDRA statements confirm a relationship exists between IL1RN and LEP with multiple statement types (Complex, Activation, Inhibition, IncreaseAmount). However, the directional evidence favors the reverse direction: 6 reverse statements (LEP -> IL1RN) including Activation and IncreaseAmount versus 5 forward statements (IL1RN -> LEP) with only 1 directional Inhibition and 4 non-directional Complex statements. The stronger causal statement types (Activation, IncreaseAmount) point from LEP to IL1RN, suggesting leptin influences IL-1 receptor antagonist rather than the proposed direction.",,conflicting,5.0,6.0,7.0,"11889184, 24148878, 24340078, 25284335","11889184, 17097645, 19111549, 24148878, 24340078, 25284335, 28285098, 33076568","11889184, 17097645, 19111549, 24148878, 24340078, 25284335, 28285098, 33076568",(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (Leptin -- hormone from fat tissue that regulates appetite/energy balance.)
IL7,VEGFA,1.0,0.97,True,inconclusive,0.15,no_directional_evidence,"INDRA found zero forward, reverse, or undirected statements between IL7 and VEGFA, indicating no established mechanistic relationship in pathway databases or text-mining resources. The PubMed abstracts retrieved discuss VEGFA regulation and angiogenesis but make no mention of IL7 or interleukin-7 whatsoever; they appear to be false positives from the similarity search. Without any literature evidence connecting these two entities, the proposed IL7->VEGFA edge cannot be supported.",,none,0.0,0.0,0.0,,,,(Interleukin-7 -- cytokine required for lymphocyte development/survival.) AND (Vascular Endothelial Growth Factor A -- drives blood vessel formation (angiogenesis).)
CCL11,CCL2,1.0,0.66,True,supported,0.45,conflicting,"The literature strongly supports that CCL11 (eotaxin) and CCL2 (MCP-1) are related chemokines that co-occur in inflammatory contexts, as evidenced by multiple PubMed abstracts showing they are measured together in disease states (PMID 11488333) and share biological roles in inflammation. However, the INDRA data shows conflicting directional evidence with nearly equal counts (21 forward vs 22 reverse statements, both including activation/inhibition types), and the PubMed abstracts do not describe direct causal relationships where CCL11 regulates CCL2 expression or vice versa. PMID 11884459 specifically states eotaxin/CCL11 ""did not affect production"" of MCP-1/CCL2, suggesting no direct regulatory relationship in that context.","11488333, 11884459",conflicting,21.0,22.0,23.0,"16803905, 18564895, 18602166, 22032874, 22465472, 24163703, 24997773, 25003719, 25063291, 25289758, 27752355, 28569792, 28655871, 29218043, 29679010, 30651341, 31780824, 32295518, 32296423, 36120342, 38381878, 39483923","16803905, 18564895, 18602166, 22032874, 22465472, 24163703, 24997773, 25003719, 25063291, 25289758, 26209626, 27752355, 28569792, 28655871, 28870209, 29218043, 29679010, 30651341, 31780824, 32295518, 32296423, 34447895, 36120342, 36138189, 39483923","16803905, 18564895, 18602166, 22032874, 22465472, 24163703, 24997773, 25003719, 25063291, 25289758, 26209626, 27752355, 28569792, 28655871, 28870209, 29218043, 29679010, 30651341, 31780824, 32295518, 32296423, 34447895, 36120342, 36138189, 38381878, 39483923",(Eotaxin-1 -- chemokine that recruits eosinophils.) AND (MCP-1 -- chemokine that recruits monocytes.)
TNFRSF1A,HAVCR2,1.0,0.95,True,supported,0.75,supports_proposed_direction,"INDRA provides clear directional evidence with 2 forward statements (Activation and DecreaseAmount) from TNFRSF1A to HAVCR2, and 0 reverse statements. The INDRA direction signal is explicitly ""forward"". While no PubMed abstracts were retrieved for additional context, the mechanistic evidence from multiple sources (3 PMIDs in INDRA) consistently supports the proposed direction.",,forward,2.0,0.0,2.0,"29273790, 35743911, 39543125",,"29273790, 35743911, 39543125","(TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.) AND (TIM-3 -- immune checkpoint receptor, marks exhausted T/NK cells.)"
TNFRSF1B,HAVCR2,1.0,0.98,True,supported,0.65,supports_proposed_direction,"INDRA provides evidence for a relationship between TNFRSF1B and HAVCR2, with 1 forward directional statement (Activation) and 0 reverse statements, supporting the proposed direction TNFRSF1B -> HAVCR2. However, confidence is moderate due to limited evidence (single PMID) and absence of corroborating PubMed abstracts in the retrieved set.",,forward,1.0,0.0,1.0,39543125,,39543125,"(TNF Receptor 2 (TNF-R2) -- receptor mediating TNF signaling.) AND (TIM-3 -- immune checkpoint receptor, marks exhausted T/NK cells.)"
CD8A,GZMA,1.0,0.56,True,supported,0.6,no_directional_evidence,"INDRA statements confirm a relationship between CD8A and GZMA through 3 complex formation statements. However, complex formation is inherently non-directional (symmetric interaction), and the identical counts in forward/reverse directions (3 each) provide no evidence favoring either direction. Without PubMed abstracts or directional causal statements, the proposed CD8A -> GZMA direction cannot be distinguished from the reverse.",,conflicting,3.0,3.0,3.0,"28718425, 29800567, 30179225","28718425, 29800567, 30179225","28718425, 29800567, 30179225",(CD8-alpha -- surface marker defining cytotoxic T cells.) AND (Granzyme A -- cytotoxic enzyme released by NK/T cells.)
GZMA,LAG3,1.0,0.96,True,supported,0.4,conflicting,"INDRA statements confirm a relationship exists between GZMA and LAG3 (complex formation documented in both directions). However, the directional evidence is conflicting: 1 forward statement (Complex) vs 2 reverse statements (DecreaseAmount and Complex), with INDRA itself flagging ""conflicting"" direction. The reverse direction has mechanistic support (LAG3 decreasing GZMA amount), which is more informative than undirected complex formation alone. No PubMed abstracts were available to provide additional context.",,conflicting,1.0,2.0,2.0,30059832,"30059832, 35821635","30059832, 35821635","(Granzyme A -- cytotoxic enzyme released by NK/T cells.) AND (LAG-3 -- immune checkpoint receptor, dampens T cell activity.)"
esr,platelets,0.99,0.94949494949495,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Erythrocyte sedimentation rate -- nonspecific marker of inflammation.) AND (Platelet count -- cell fragments involved in blood clotting (CBC).)
creatinine,bun,0.99,1.0,True,supported,0.6,supports_reverse_direction,"INDRA provides evidence for a relationship between these entities (1 IncreaseAmount statement). However, the directional evidence favors the reverse direction (BUN -> creatinine) with 1 reverse statement and 0 forward statements. No PubMed abstracts were retrieved to provide additional context or support for the proposed direction.",,reverse,0.0,1.0,1.0,,24088987,24088987,"(Creatinine -- waste product of muscle metabolism, kidney function marker.) AND (Blood urea nitrogen -- kidney function marker.)"
CXCL10,CXCL11,0.99,1.0,True,supported,0.7,conflicting,"The INDRA causal statement graph provides strong evidence for a relationship between CXCL10 and CXCL11, with 25 forward statements and 25 reverse statements, predominantly involving complex formation (which is bidirectional by nature). The equal number of directional statements in both directions (1 Activation and 1 Inhibition each way, plus 1 DecreaseAmount in reverse) indicates conflicting directional evidence. While a relationship clearly exists between these chemokines, the evidence does not favor the proposed CXCL10→CXCL11 direction over the reverse.",,conflicting,25.0,25.0,25.0,"11423172, 12782716, 18533024, 21196205, 21307292, 21326865, 21864623, 22233170, 22343319, 22531000, 23483225, 23626590, 24205388, 24940911, 24992040, 25324719, 25498524, 25907241, 26129991, 26216123, 26270565, 26489007, 26663990, 27412416, 27917296, 28575534, 28821016, 29218043, 29288898, 30473680, 30777092, 31780824, 31843005, 32211244, 32547545, 33481318, 34685582, 34896075, 35349874, 38698849","11423172, 12782716, 12787142, 18060089, 18533024, 21196205, 21307292, 21326865, 21864623, 22004287, 22233170, 22343319, 22531000, 23483225, 23626590, 24205388, 24940911, 24992040, 25324719, 25498524, 25907241, 26129991, 26216123, 26270565, 26344576, 26489007, 26663990, 27412416, 27917296, 28821016, 29218043, 29288898, 30473680, 30777092, 31780824, 31843005, 32211244, 32547545, 33481318, 34685582, 35087741, 35349874, 38686450","11423172, 12782716, 12787142, 18060089, 18533024, 21307292, 21326865, 21864623, 22004287, 22233170, 22343319, 22531000, 23483225, 23626590, 24205388, 24940911, 24992040, 25324719, 25498524, 25907241, 26216123, 26270565, 26344576, 26489007, 26663990, 27412416, 27917296, 28821016, 29218043, 29288898, 30473680, 30777092, 31780824, 31843005, 32211244, 32547545, 33481318, 34685582, 34896075, 35087741, 35349874, 38686450, 38698849","(IP-10 -- interferon-induced chemokine, recruits T cells.) AND (I-TAC -- interferon-induced chemokine, recruits T cells.)"
TNFRSF1A,TNFRSF1B,0.99,0.929292929292929,True,supported,0.65,conflicting,"The literature strongly supports a relationship between TNFRSF1A (TNF-R1) and TNFRSF1B (TNF-R2), as evidenced by extensive documentation of their shared signaling pathways, common adaptor proteins (TRAF2, TRUSS), and functional interactions. However, the directional evidence is conflicting: INDRA shows equal counts of forward and reverse directional statements (25 each, with similar types of interactions), and the PubMed abstracts describe these as parallel receptors for TNF signaling rather than one regulating the other. The abstracts emphasize coordinated signaling and cross-talk mediated by shared proteins, but do not support a clear regulatory hierarchy from TNFR1 to TNFR2.","26993379, 18825372, 20704259, 20194223, 19446337",conflicting,25.0,25.0,25.0,"10685004, 11164894, 12700600, 17010968, 18457972, 18544042, 19671449, 19788501, 19956564, 20646763, 22177419, 22507528, 22568977, 23029405, 23402793, 24508087, 24520376, 24703938, 25860248, 26005049, 26177311, 26578976, 26757107, 26909869, 27428882, 27458112, 27513655, 27517315, 27652081, 27747245, 29685497, 29740434, 30206205, 30354202, 30703869, 30731109, 31810488, 31885495, 31973181, 32020859, 32234829, 33603056, 33678123, 33824270, 33868599, 37841418, 39637913, 9069264","10685004, 11164894, 11239407, 12700600, 16631207, 17010968, 18457972, 19671449, 19956564, 20395596, 20463877, 20646763, 20673807, 21152396, 22177419, 22507528, 22568977, 23029405, 23840967, 23869211, 24508087, 25860248, 26005049, 26177311, 26578976, 26757107, 27428882, 27458112, 27517315, 27652081, 27895617, 28217129, 29685497, 29740434, 30354202, 31885495, 31973181, 32020859, 32234829, 33569512, 33603056, 33678123, 33824270, 33868599, 35979166, 36923938, 37841418, 38428465, 9069264","11164894, 11239407, 16631207, 18457972, 18544042, 19671449, 19788501, 19956564, 20395596, 20463877, 20646763, 20673807, 21152396, 22177419, 22507528, 22568977, 23029405, 23402793, 23840967, 23869211, 24508087, 24520376, 24703938, 25860248, 26005049, 26177311, 26578976, 26757107, 26909869, 27428882, 27458112, 27513655, 27517315, 27652081, 27747245, 27895617, 28217129, 29685497, 29740434, 30206205, 30731109, 31810488, 31885495, 31973181, 32020859, 32234829, 33569512, 33603056, 33678123, 33824270, 33868599, 35979166, 36923938, 37841418, 38428465, 39637913, 9069264",(TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.) AND (TNF Receptor 2 (TNF-R2) -- receptor mediating TNF signaling.)
ldl,triglycerides,0.98,0.959183673469388,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(LDL ('bad') cholesterol (lipid panel).) AND (Triglycerides -- blood fat level (lipid panel).)
bun,albumin,0.98,0.775510204081633,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Blood urea nitrogen -- kidney function marker.) AND (Albumin -- main blood protein, made by the liver (nutrition/liver/kidney marker).)"
IL6,IL1RN,0.98,0.744897959183674,True,supported,0.75,supports_reverse_direction,"The INDRA database shows strong evidence for a relationship between IL6 and IL1RN, with 25 reverse statements (IL1RN -> IL6) including directional types like Inhibition, Activation, and Amount changes, but 0 forward statements in the proposed direction. The INDRA direction signal explicitly indicates ""reverse,"" meaning the evidence supports IL1RN -> IL6 rather than the proposed IL6 -> IL1RN direction.",,reverse,0.0,25.0,25.0,,"16132884, 19389469, 19542207, 19559159, 19900796, 20170537, 21193295, 21538508, 22205395, 22460542, 23511138, 23525143, 23999825, 24392083, 24500560, 25124963, 25909952, 26626560, 27983562, 28378639, 28542626, 29259690, 29360163, 29991576, 30655809, 31673705, 33302472, 33953596, 34246569, 34794863, 35741087, 36943254, 37251223, 38289112, 38317271, 39565032, 39968098, 40303414","16132884, 18980683, 19559159, 19900796, 21193295, 21538508, 22205395, 22460542, 22509390, 23511138, 23525143, 23999825, 24392083, 24500560, 25124963, 25909952, 27983562, 28378639, 28542626, 29259690, 29347981, 29360163, 29991576, 30655809, 31673705, 33302472, 33923295, 33953596, 34115314, 34246569, 34456576, 34794863, 35741087, 36943254, 37251223, 37452707, 38289112, 38317271, 39565032, 39968098, 40303414",(Interleukin-6 -- major pro-inflammatory cytokine.) AND (Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.)
IFNG,TNF,0.98,0.755102040816326,True,supported,0.3,no_directional_evidence,"INDRA reports 25 undirected statements (Complex, Activation, IncreaseAmount, Inhibition, DecreaseAmount) indicating a relationship exists between IFNG and TNF, but zero directional statements in either the forward or reverse direction. Without PubMed abstracts or directional INDRA statements, there is evidence for a relationship but no basis to support the proposed IFNG -> TNF direction over the reverse TNF -> IFNG direction.",,none,0.0,0.0,25.0,,,"10637835, 15311213, 16835788, 1777558, 18006239, 18282744, 18832733, 19727388, 20359168, 21152006, 21156401, 2129751, 21457518, 21593451, 21887301, 22027617, 22361489, 22547990, 22624872, 22648034, 23632060, 23765218, 23792687, 23840803, 24012417, 24301796, 24602288, 24625516, 24838146, 25132806, 26370457, 26505193, 26561804, 26613994, 26647796, 26770283, 27087902, 28243235, 28320483, 28342933, 28715277, 28765693, 30269027, 3121415, 31681272, 31827375, 31906962, 32521803, 32611425, 32858105, 32902664, 33584607, 33805697, 34064719, 34100026, 34592166, 34696166, 35507102, 36164339, 36825018, 37415984, 38499215, 39911299, 40003718, 8004818, 8381516, 8490102, 9058829, 9811882",(Interferon-gamma -- key antiviral/immune-activating cytokine.) AND (Tumor Necrosis Factor (alpha) -- major pro-inflammatory cytokine.)
CHI3L1,FGF21,0.98,0.551020408163265,True,supported,0.3,no_directional_evidence,"INDRA reports one statement suggesting complex formation between CHI3L1 and FGF21, which supports that a relationship exists between these entities. However, complex formation is a non-directional relationship type, and the forward/reverse counts are symmetric (1 each), providing no evidence for directionality. No PubMed abstracts were retrieved to provide additional context or directional support.",,conflicting,1.0,1.0,1.0,33132219,33132219,33132219,(YKL-40 -- inflammation/tissue-remodeling marker.) AND (Fibroblast Growth Factor 21 -- metabolic hormone (fasting/stress response).)
TNFRSF1A,IGFBP7,0.98,0.989795918367347,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.) AND (Insulin-like Growth Factor Binding Protein 7 -- senescence/growth-regulatory protein.)
PDCD1,IL18,0.98,1.0,True,supported,0.6,supports_reverse_direction,"INDRA evidence confirms a relationship exists between PDCD1 and IL18 (multiple statement types including Complex, Activation, and Inhibition). However, the directional evidence strongly favors the reverse direction: 5 reverse statements (IL18 -> PDCD1) with diverse mechanistic types (IncreaseAmount, Activation, Inhibition, DecreaseAmount) versus only 2 forward statements (PDCD1 -> IL18). The reverse direction suggests IL18 regulates PDCD1 expression/activity, which is more consistent with the known biology where cytokines like IL18 can modulate immune checkpoint molecules.",,conflicting,2.0,5.0,6.0,"29213157, 39769266","21724589, 24273542, 24795727, 25972872, 33808058, 34562371, 35018117, 37891577, 38771140, 39769266, 40054124","21724589, 24273542, 24795727, 25972872, 29213157, 33808058, 34562371, 35018117, 37891577, 38771140, 39769266, 40054124","(PD-1 -- immune checkpoint receptor on T cells, dampens T cell activity.) AND (Interleukin-18 -- pro-inflammatory cytokine, activates NK/T cells.)"
crp,VEGFA,0.97,0.938144329896907,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(C-reactive protein -- acute-phase inflammation marker.) AND (Vascular Endothelial Growth Factor A -- drives blood vessel formation (angiogenesis).)
CXCL9,IFNG,0.97,0.907216494845361,True,supported,0.6,conflicting,"The INDRA database provides strong evidence for a relationship between CXCL9 and IFNG (45 total statements across both directions). However, the directional evidence is conflicting: 20 forward statements (CXCL9->IFNG) versus 23 reverse statements (IFNG->CXCL9), with substantial overlap in evidence types. This slight imbalance actually favors the reverse direction, and the ""conflicting"" INDRA signal confirms bidirectional interactions are documented. Without PubMed abstracts to clarify the biological context, the evidence supports a relationship but does not favor the proposed direction.",,conflicting,20.0,23.0,25.0,"10322299, 16033640, 19258507, 19340290, 19565490, 20083666, 21040721, 21864623, 22155217, 22363505, 22889476, 23278812, 23397329, 24965778, 25667668, 25822970, 26129991, 26270565, 26664893, 27312090, 27708643, 28982144, 29535722, 30372487, 30915067, 31778800, 32142615, 33576397, 35477658, 36875114, 38965571, 9500790","10322299, 12183154, 16269263, 18084611, 19565490, 21040721, 21203448, 21864623, 22155217, 22363505, 22889476, 23397329, 24965778, 25822970, 26129991, 26270565, 26664893, 26694969, 26751176, 26903480, 26964571, 27107789, 27708643, 28982144, 29088306, 29113976, 29535722, 30915067, 32142615, 32486130, 32730721, 33576397, 36569039, 37253006, 38965571, 39580469, 39981245, 9500790","10322299, 12183154, 16033640, 16269263, 18084611, 19258507, 19340290, 20083666, 21040721, 21203448, 21864623, 22155217, 22889476, 23278812, 23397329, 24965778, 25667668, 25822970, 26129991, 26270565, 26664893, 26694969, 26751176, 26903480, 26964571, 27107789, 27312090, 27708643, 29088306, 29113976, 29535722, 30372487, 30915067, 31778800, 32142615, 32486130, 32730721, 33576397, 35477658, 36569039, 36875114, 37253006, 38965571, 39580469, 9500790","(MIG -- interferon-gamma-induced chemokine, recruits T cells.) AND (Interferon-gamma -- key antiviral/immune-activating cytokine.)"
GZMA,GZMB,0.97,0.556701030927835,True,supported,0.6,conflicting,"The literature clearly supports a relationship between GZMA and GZMB, as both are cytotoxic enzymes co-expressed by NK and T cells (PubMed abstracts confirm co-expression patterns). However, INDRA's causal statement graph shows conflicting directional evidence with 8 forward statements (GZMA->GZMB) versus 9 reverse statements (GZMB->GZMA), including both activation and inhibition in both directions. The PubMed abstracts discuss both granzymes descriptively but do not establish directional causality between them, primarily treating them as co-regulated markers of cytotoxic cell activity.","42196181, 24894428",conflicting,8.0,9.0,11.0,"11790262, 15998831, 17088087, 17182966, 24752302, 24771851, 26894590, 28694562, 29352005, 29800567, 30059832, 31258764, 33035645, 36901959, 40200299","10367905, 15998831, 17182966, 18485875, 24771851, 25156367, 26894590, 28167943, 28694562, 29352005, 29800567, 30059832, 31258764, 34594031, 36901959, 38665903, 39622583","10367905, 11790262, 15998831, 17088087, 17182966, 18485875, 24752302, 24771851, 25156367, 26894590, 28167943, 28694562, 29352005, 29800567, 30059832, 31258764, 33035645, 34594031, 36901959, 38665903, 39622583, 40200299",(Granzyme A -- cytotoxic enzyme released by NK/T cells.) AND (Granzyme B -- cytotoxic enzyme released by NK/T cells.)
potassium,calcium,0.96,0.958333333333333,True,inconclusive,0.35,no_directional_evidence,"The PubMed abstracts establish that potassium and calcium are related in various clinical contexts (electrolyte balance, kidney disease, VTE risk), but none describe a causal mechanism where potassium directly influences calcium levels. PMID 42368778 shows a calcium-to-potassium ratio association with VTE risk, but this is correlational. PMID 41913863 describes hyperkalemia treatment with calcium, suggesting if anything calcium affects potassium emergencies. INDRA provides zero directional statements in either direction. The evidence supports that these electrolytes are measured together and jointly dysregulated in disease states, but does not support a causal potassium->calcium direction.","41913863, 42368778, 41863906, 42140747, 42122012",none,0.0,0.0,0.0,,,,(Serum potassium (electrolyte).) AND (Serum calcium level.)
sex,IGFBP7,0.96,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Biological sex (demographic covariate).) AND (Insulin-like Growth Factor Binding Protein 7 -- senescence/growth-regulatory protein.)
CXCL10,IL1RN,0.96,0.520833333333333,True,supported,0.4,conflicting,"INDRA statements provide clear evidence that CXCL10 and IL1RN interact (14 undirected statements), supporting a relationship exists. However, directional evidence is conflicting: 12 forward Complex statements (CXCL10->IL1RN) versus 14 reverse statements including 12 Complex plus 1 Inhibition and 1 Activation (IL1RN->CXCL10). The reverse direction has slightly more support and includes causal statement types (Inhibition/Activation), while forward direction only has non-directional Complex formation. No PubMed abstracts were retrieved to provide additional context.",,conflicting,12.0,14.0,14.0,"23059742, 23393212, 23717702, 28378639, 31217483, 32574261, 32983153, 33322757, 33360025, 34154705, 38627075","23059742, 23393212, 23717702, 28285098, 28378639, 31217483, 32574261, 32983153, 33322757, 33360025, 34154705, 36529030, 38627075","23059742, 23393212, 23717702, 28285098, 28378639, 31217483, 32574261, 32983153, 33322757, 33360025, 34154705, 36529030, 38627075","(IP-10 -- interferon-induced chemokine, recruits T cells.) AND (Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.)"
hemoglobin,monocytes,0.95,0.957894736842105,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Oxygen-carrying protein in red blood cells (CBC).) AND (Monocyte count -- precursors to macrophages/dendritic cells (CBC differential).)
bun,FGF21,0.95,0.894736842105263,True,inconclusive,0.3,no_directional_evidence,"INDRA reports 1 Complex formation statement that appears in both forward and reverse directions, indicating an undirected protein-protein interaction rather than a causal relationship. No PubMed abstracts were retrieved to provide additional context or directional evidence. Complex formation is inherently symmetric and does not support either causal direction.",,conflicting,1.0,1.0,1.0,21525989,21525989,21525989,(Blood urea nitrogen -- kidney function marker.) AND (Fibroblast Growth Factor 21 -- metabolic hormone (fasting/stress response).)
